Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors,Dismissal Reason
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:30 UTC,"{""file""=>""routes/vulnCodeSnippet.ts"", ""start_line""=>93}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/order.ts"", ""start_line""=>117}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of hard-coded credentials,"Hardcoded JWT secret or private key was found. Hardcoding secrets like JWT signing keys poses a significant security risk. \nIf the source code ends up in a public repository or is compromised, the secret is exposed. Attackers could then use the secret to \ngenerate forged tokens and access the system. Store it properly in an environment variable.\n\nHere are some recommended safe ways to access JWT secrets:\n  - Use environment variables to store the secret and access it in code instead of hardcoding. This keeps it out of source control.\n  - Use a secrets management service to securely store and tightly control access to the secret. Applications can request the secret at runtime.\n  - For local development, use a .env file that is gitignored and access the secret from process.env.\n\nsample code snippet of accessing JWT secret from env variables\n```\n const token = jwt.sign(payload, process.env.SECRET, { algorithm: 'HS256' });\n```\n",,high,,CWE-798,"""A3:2017 - Sensitive Data Exposure""; nodejs_scan.javascript-jwt-rule-hardcoded_jwt_secret; ""A02:2021 - Cryptographic Failures""; ""NodeJS Scan ID javascript-jwt-rule-hardcoded_jwt_secret""",2024-11-14 15:16:30 UTC,"{""file""=>""lib/insecurity.ts"", ""start_line""=>56}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:30 UTC,"{""file""=>""rsn/rsnUtil.ts"", ""start_line""=>103}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/securityQuestion.ts"", ""end_line""=>31, ""start_line""=>13}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Observable timing discrepancy,"The application was found executing string comparisons using one of `===`, `!==`, `==` or `!=`\nagainst security sensitive values. String comparisons like this are not constant time, meaning\nthe\nfirst character found not to match in the two strings will immediately exit the conditional\nstatement.\nThis allows an adversary to calculate or observe small timing differences depending on the\nstrings\npassed to this comparison. This potentially allows an adversary the ability to brute force a\nstring\nthat will match the expected value by monitoring different character values.\n\nTo remediate this issue, use the `crypto.timingSafeEqual` method when comparing strings.\n\nExample using `crypto.timingSafeEqual` to safely compare strings:\n```\nfunction constantTimeIsPasswordEqual(userInput) {\n    // Retrieve the password from a secure data store such as a KMS or Hashicorp's vault.\n    const password = getPasswordFromSecureDataStore();\n    // Use crypto timingSafeEqual to ensure the comparison is done in constant time.\n    return crypto.timingSafeEqual(Buffer.from(userInput, 'utf-8'), Buffer.from(password,\n'utf-8'));\n}\n```\n\nFor more information on constant time comparison see:\n- https://nodejs.org/api/crypto.html#crypto_crypto_timingsafeequal_a_b\n",,medium,,CWE-208,"eslint.detect-possible-timing-attacks; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""; ""ESLint rule ID/detect-possible-timing-attacks""",2024-11-14 15:16:30 UTC,"{""file""=>""frontend/src/app/register/register.component.ts"", ""end_line""=>95, ""start_line""=>93}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/dataErasure.ts"", ""end_line""=>44, ""start_line""=>24}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/likeProductReviews.ts"", ""end_line""=>63, ""start_line""=>16}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of cryptographically weak pseudo-random number generator (PRNG),"This rule identifies use of cryptographically weak random number generators.\nUsing cryptographically weak random number generators like `crypto.pseudoRandomBytes()` \nand `Math.random()` for security-critical tasks can expose systems to significant \nvulnerabilities. Attackers might predict the generated random numbers, compromising \nthe integrity and confidentiality of cryptographic operations. This could lead to \nbreaches where sensitive data is accessed or manipulated, authentication mechanisms \nare bypassed, or secure communications are intercepted, ultimately undermining the \nsecurity of the entire system or application.\n\nMitigation strategy:\nReplace the use of these cryptographically weak random number generators with \n`crypto.randomBytes()`, a method provided by Node.js's `crypto` module that \ngenerates cryptographically secure random numbers. This method should be used \nfor all operations requiring secure randomness, such as generating keys, tokens, \nor any cryptographic material.\n\nSecure Code Example:\n```\nconst crypto = require('crypto');\nconst secureBytes = crypto.randomBytes(256);\nconsole.log(`Secure random bytes: ${secureBytes.toString('hex')}`);\n```\n",,medium,,CWE-338,"nodejs_scan.javascript-crypto-rule-node_insecure_random_generator; ""NodeJS Scan ID javascript-crypto-rule-node_insecure_random_generator""; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""",2024-11-14 15:16:30 UTC,"{""file""=>""data/datacreator.ts"", ""start_line""=>239}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Unchecked input for loop condition,"This application is looping over user controlled objects, which can lead to a layer 7 denial of service vulnerability.\n\nA layer 7 denial of service attack refers to overloading the application layer of the OSI model, typically layer 7. \nThis can happen when user-controlled input such as objects, arrays, strings, etc. are iterated or looped over without proper validation or limits in place.\n\nFor example, if a user can control the size of an array or object passed into the application, \nthey could create an extremely large input that gets looped over. This would consume excessive CPU cycles or memory, \npotentially crashing or slowing down the application.\n\nTo prevent this, limits should be set on the number of iterations, input sizes, recursion depth, etc.\n\nSample case of secure array looped over with user-controlled input\n```\n// Potential DoS if req.body.list.length is large.\napp.post('/dos/layer7-object-dos/for-loop/1', function (req, res) {\n    var list = req.body.list;\n    for (let i = 0; i <= 10; i++) {\n        if(!list[i]){\n          // return;\n        }  \n    }\n    res.send(""res"")\n});\n```\n\nImplementing protections against layer 7 denial of service attacks is important for securing modern web applications and APIs.\n",,medium,,CWE-606,"""NodeJS Scan ID javascript-dos-rule-layer7_object_dos""; nodejs_scan.javascript-dos-rule-layer7_object_dos; ""A6:2017 - Security Misconfiguration""; ""A05:2021 - Security Misconfiguration""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/dataExport.ts"", ""start_line""=>54}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in MongoDB $where operator can result in NoSQL JavaScript Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; ""NodeJS Scan ID javascript-database-rule-node_nosqli_js_injection""; ""A03:2021 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_js_injection",2024-11-14 15:16:30 UTC,"{""file""=>""routes/showProductReviews.ts"", ""end_line""=>46, ""start_line""=>30}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of cryptographically weak pseudo-random number generator (PRNG),"This rule identifies use of cryptographically weak random number generators.\nUsing cryptographically weak random number generators like `crypto.pseudoRandomBytes()` \nand `Math.random()` for security-critical tasks can expose systems to significant \nvulnerabilities. Attackers might predict the generated random numbers, compromising \nthe integrity and confidentiality of cryptographic operations. This could lead to \nbreaches where sensitive data is accessed or manipulated, authentication mechanisms \nare bypassed, or secure communications are intercepted, ultimately undermining the \nsecurity of the entire system or application.\n\nMitigation strategy:\nReplace the use of these cryptographically weak random number generators with \n`crypto.randomBytes()`, a method provided by Node.js's `crypto` module that \ngenerates cryptographically secure random numbers. This method should be used \nfor all operations requiring secure randomness, such as generating keys, tokens, \nor any cryptographic material.\n\nSecure Code Example:\n```\nconst crypto = require('crypto');\nconst secureBytes = crypto.randomBytes(256);\nconsole.log(`Secure random bytes: ${secureBytes.toString('hex')}`);\n```\n",,medium,,CWE-338,"nodejs_scan.javascript-crypto-rule-node_insecure_random_generator; ""NodeJS Scan ID javascript-crypto-rule-node_insecure_random_generator""; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""",2024-11-14 15:16:30 UTC,"{""file""=>""lib/insecurity.ts"", ""start_line""=>55}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Relative path traversal,"This application is using untrusted user input in express render() function.\nRendering templates with untrusted user input enables arbitrary file read \nvulnerabilities when using templating engines like Handlebars (hbs). \n\nAn attacker can craft malicious input that traverses the filesystem and exposes sensitive files. \nConsider sanitizing and validating all user input before passing it to render() to prevent arbitrary file reads. \n\nSample safe use of express.render function\n```\napp.get(""/traversal/2"", async (req, res) => {\n    var indexPath = ""index"";\n    res.render(indexPath, { title: ""Index Page"" })\n});\n```\n\nFor more details see: \nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-23,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""NodeJS Scan ID javascript-traversal-rule-express_lfr""; nodejs_scan.javascript-traversal-rule-express_lfr",2024-11-14 15:16:30 UTC,"{""file""=>""routes/dataErasure.ts"", ""start_line""=>41}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:30 UTC,"{""file""=>""routes/vulnCodeSnippet.ts"", ""start_line""=>94}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:30 UTC,"{""file""=>""lib/utils.ts"", ""start_line""=>124}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/deluxe.ts"", ""start_line""=>19}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Regular expression with non-literal value,"The `RegExp` constructor was called with a non-literal value. If an adversary were able to\nsupply a malicious regex, they could cause a Regular Expression Denial of Service (ReDoS)\nagainst the application. In Node applications, this could cause the entire application to no\nlonger be responsive to other users' requests.\n\nTo remediate this issue, never allow user-supplied regular expressions. Instead, the regular \nexpression should be  hardcoded. If this is not possible, consider using an alternative regular\nexpression engine such as [node-re2](https://www.npmjs.com/package/re2). RE2 is a safe alternative \nthat does not support backtracking, which is what leads to ReDoS.\n\nExample using re2 which does not support backtracking (Note: it is still recommended to\nnever use user-supplied input):\n```\n// Import the re2 module\nconst RE2 = require('re2');\n\nfunction match(userSuppliedRegex, userInput) {\n    // Create a RE2 object with the user supplied regex, this is relatively safe\n    // due to RE2 not supporting backtracking which can be abused to cause long running\n    // queries\n    var re = new RE2(userSuppliedRegex);\n    // Execute the regular expression against some userInput\n    var result = re.exec(userInput);\n    // Work with the result\n}\n```\n\nFor more information on Regular Expression DoS see:\n- https://owasp.org/www-community/attacks/Regular_expression_Denial_of_Service_-_ReDoS\n",,medium,,CWE-185,"""A1:2017 - Injection""; ""ESLint rule ID/detect-non-literal-regexp""; eslint.detect-non-literal-regexp; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""lib/codingChallenges.ts"", ""start_line""=>76}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:30 UTC,"{""file""=>""routes/vulnCodeFixes.ts"", ""start_line""=>80}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/dataErasure.ts"", ""end_line""=>32, ""start_line""=>27}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/order.ts"", ""start_line""=>36}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of cryptographically weak pseudo-random number generator (PRNG),"This rule identifies use of cryptographically weak random number generators.\nUsing cryptographically weak random number generators like `crypto.pseudoRandomBytes()` \nand `Math.random()` for security-critical tasks can expose systems to significant \nvulnerabilities. Attackers might predict the generated random numbers, compromising \nthe integrity and confidentiality of cryptographic operations. This could lead to \nbreaches where sensitive data is accessed or manipulated, authentication mechanisms \nare bypassed, or secure communications are intercepted, ultimately undermining the \nsecurity of the entire system or application.\n\nMitigation strategy:\nReplace the use of these cryptographically weak random number generators with \n`crypto.randomBytes()`, a method provided by Node.js's `crypto` module that \ngenerates cryptographically secure random numbers. This method should be used \nfor all operations requiring secure randomness, such as generating keys, tokens, \nor any cryptographic material.\n\nSecure Code Example:\n```\nconst crypto = require('crypto');\nconst secureBytes = crypto.randomBytes(256);\nconsole.log(`Secure random bytes: ${secureBytes.toString('hex')}`);\n```\n",,medium,,CWE-338,"nodejs_scan.javascript-crypto-rule-node_insecure_random_generator; ""NodeJS Scan ID javascript-crypto-rule-node_insecure_random_generator""; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/captcha.ts"", ""start_line""=>17}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"This application is extracting ZIP archives without sanitizing paths or writing files to a dedicated extraction directory. \nThis allows attackers to overwrite sensitive files or inject malicious code by manipulating TAR archive contents.\n\nTo fix, sanitize all paths from ZIP archives before writing extracted files using path.basename and path.join.\n\nExample  of extracting tar files safely:\n```\napp.get(""/extract"", async (req, res) => {\n        fs.createReadStream(zipPath)\n        .pipe(unzipper.Parse())\n        .on('entry', entry => {\n            const directory = 'assets/tar/extracted/';\n            const filename = entry.path;\n            entry.pipe(fs.createWriteStream(path.join(directory, filename)));\n        });\n});\n```\n\nWrite extracted files only to a dedicated extraction directory, not the global filesystem. Limit extracts to allowed file type.\n\nSee OWASP Path Traversal (https://owasp.org/www-community/attacks/Path_Traversal) and Unrestricted Upload of File with \nDangerous Type (https://owasp.org/www-community/vulnerabilities/Unrestricted_File_Upload) for more details.\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; nodejs_scan.javascript-traversal-rule-zip_path_overwrite; ""A01:2021 - Broken Access Control""; ""NodeJS Scan ID javascript-traversal-rule-zip_path_overwrite""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/fileUpload.ts"", ""start_line""=>42}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/order.ts"", ""start_line""=>140}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/basket.ts"", ""start_line""=>18}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of cryptographically weak pseudo-random number generator (PRNG),"This rule identifies use of cryptographically weak random number generators.\nUsing cryptographically weak random number generators like `crypto.pseudoRandomBytes()` \nand `Math.random()` for security-critical tasks can expose systems to significant \nvulnerabilities. Attackers might predict the generated random numbers, compromising \nthe integrity and confidentiality of cryptographic operations. This could lead to \nbreaches where sensitive data is accessed or manipulated, authentication mechanisms \nare bypassed, or secure communications are intercepted, ultimately undermining the \nsecurity of the entire system or application.\n\nMitigation strategy:\nReplace the use of these cryptographically weak random number generators with \n`crypto.randomBytes()`, a method provided by Node.js's `crypto` module that \ngenerates cryptographically secure random numbers. This method should be used \nfor all operations requiring secure randomness, such as generating keys, tokens, \nor any cryptographic material.\n\nSecure Code Example:\n```\nconst crypto = require('crypto');\nconst secureBytes = crypto.randomBytes(256);\nconsole.log(`Secure random bytes: ${secureBytes.toString('hex')}`);\n```\n",,medium,,CWE-338,"nodejs_scan.javascript-crypto-rule-node_insecure_random_generator; ""NodeJS Scan ID javascript-crypto-rule-node_insecure_random_generator""; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/captcha.ts"", ""start_line""=>20}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Use of cryptographically weak pseudo-random number generator (PRNG),"This rule identifies use of cryptographically weak random number generators.\nUsing cryptographically weak random number generators like `crypto.pseudoRandomBytes()` \nand `Math.random()` for security-critical tasks can expose systems to significant \nvulnerabilities. Attackers might predict the generated random numbers, compromising \nthe integrity and confidentiality of cryptographic operations. This could lead to \nbreaches where sensitive data is accessed or manipulated, authentication mechanisms \nare bypassed, or secure communications are intercepted, ultimately undermining the \nsecurity of the entire system or application.\n\nMitigation strategy:\nReplace the use of these cryptographically weak random number generators with \n`crypto.randomBytes()`, a method provided by Node.js's `crypto` module that \ngenerates cryptographically secure random numbers. This method should be used \nfor all operations requiring secure randomness, such as generating keys, tokens, \nor any cryptographic material.\n\nSecure Code Example:\n```\nconst crypto = require('crypto');\nconst secureBytes = crypto.randomBytes(256);\nconsole.log(`Secure random bytes: ${secureBytes.toString('hex')}`);\n```\n",,medium,,CWE-338,"nodejs_scan.javascript-crypto-rule-node_insecure_random_generator; ""NodeJS Scan ID javascript-crypto-rule-node_insecure_random_generator""; ""A3:2017 - Sensitive Data Exposure""; ""A02:2021 - Cryptographic Failures""",2024-11-14 15:16:30 UTC,"{""file""=>""routes/captcha.ts"", ""start_line""=>16}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:31 UTC,"{""file""=>""routes/wallet.ts"", ""start_line""=>24}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper limitation of a pathname to a restricted directory ('Path Traversal'),"The application dynamically constructs file or path information. If the path\ninformation comes from user-supplied input, it could be abused to read sensitive files,\naccess other users' data, or aid in exploitation to gain further system access.\n\nUser input should never be used in constructing paths or files for interacting\nwith the filesystem. This includes filenames supplied by user uploads or downloads.\nIf possible, consider hashing user input or using unique values and\nuse `path.normalize` to resolve and validate the path information\nprior to processing any file functionality.\n\nExample using `path.normalize` and not allowing direct user input:\n```\n// User input, saved only as a reference\n// id is a randomly generated UUID to be used as the filename\nconst userData = {userFilename: userSuppliedFilename, id: crypto.randomUUID()};\n// Restrict all file processing to this directory only\nconst basePath = '/app/restricted/';\n\n// Create the full path, but only use our random generated id as the filename\nconst joinedPath = path.join(basePath, userData.id);\n// Normalize path, removing any '..'\nconst fullPath = path.normalize(joinedPath);\n// Verify the fullPath is contained within our basePath\nif (!fullPath.startsWith(basePath)) {\n    console.log(""Invalid path specified!"");\n}\n// Process / work with file\n// ...\n```\n\nFor more information on path traversal issues see OWASP:\nhttps://owasp.org/www-community/attacks/Path_Traversal\n",,medium,,CWE-22,"""A5:2017 - Broken Access Control""; ""A01:2021 - Broken Access Control""; ""ESLint rule ID/detect-non-literal-fs-filename""; eslint.detect-non-literal-fs-filename",2024-11-14 15:16:31 UTC,"{""file""=>""routes/chatbot.ts"", ""start_line""=>40}",FALSE,,,,
,juice-shop,sast,Semgrep,detected,Improper neutralization of special elements in data query logic,Untrusted user input in findOne() function can result in NoSQL Injection.\n,,critical,,CWE-943,"""A1:2017 - Injection""; nodejs_scan.javascript-database-rule-node_nosqli_injection; ""NodeJS Scan ID javascript-database-rule-node_nosqli_injection""; ""A03:2021 - Injection""",2024-11-14 15:16:31 UTC,"{""file""=>""routes/order.ts"", ""end_line""=>174, ""start_line""=>35}",FALSE,,,,
